likes,Checkins,Returns,Category,commBase,comm24,comm48,comm24_1,"diff_24,48",baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output
634995,0,463,1,38,3,18,33,-15,60,101,14,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
634995,0,463,1,0,0,0,0,0,49,121,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,3,0,3,3,-3,33,144,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,1,168,2,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,2,2,0,2,2,7,143,1,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,5,0,0,5,0,54,91,13,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,1,1,0,0,1,46,52,7,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,5,4,1,2,3,40,202,30,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,67,83,3,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,54,94,1,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,39,72,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,4,132,3,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
634995,0,463,1,0,0,0,0,0,56,196,4,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
634995,0,463,1,2,0,2,2,-2,46,63,4,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,41,115,2,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,69,35,34,65,1,30,197,37,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
634995,0,463,1,16,11,5,3,6,49,211,12,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,17,0,17,17,-17,42,116,3,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
634995,0,463,1,1,0,0,1,0,58,199,2,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,1,0,0,1,0,57,65,2,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,3,3,0,3,3,18,68,15,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
634995,0,463,1,2,0,2,2,-2,39,129,12,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
634995,0,463,1,0,0,0,0,0,22,174,1,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
634995,0,463,1,1,1,0,1,1,11,211,1,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,1,1,0,1,1,17,98,2,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,1,0,1,1,-1,31,165,2,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,1,1,0,1,1,38,215,2,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,6,6,0,0,6,46,226,23,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,12,203,2,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,58,125,2,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,3,172,2,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,1,1,0,1,1,1,153,1,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
634995,0,463,1,0,0,0,0,0,4,127,1,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
634995,0,463,1,2,0,0,2,0,54,77,4,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,67,196,2,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,50,67,5,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,39,209,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,7,1,6,7,-5,35,76,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,6,0,0,6,0,70,158,5,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,1,1,0,1,1,4,130,3,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,19,134,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,10,0,10,10,-10,44,113,33,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,59,184,4,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,43,133,2,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,7,0,1,7,-1,59,126,1,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
634995,0,463,1,4,0,4,4,-4,29,130,1,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
634995,0,463,1,4,4,0,4,4,23,106,2,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
634995,0,463,1,1,1,0,0,1,29,138,3,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
634995,0,463,1,9,1,1,7,0,68,121,1,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,50,0,3,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,6,0,1,6,-1,67,152,1,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,6,0,6,6,-6,37,157,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
634995,0,463,1,11,3,8,9,-5,32,141,4,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,14,12,2,10,10,29,138,4,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,6,0,6,6,-6,46,70,2,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
634995,0,463,1,3,0,3,3,-3,43,170,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,83,7,76,77,-69,40,172,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
634995,0,463,1,0,0,0,0,0,10,147,5,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,0,1,1,-1,39,96,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,1,0,1,1,-1,50,81,3,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,24,210,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
634995,0,463,1,0,0,0,0,0,57,49,2,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,5,0,5,5,-5,42,118,6,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
634995,0,463,1,11,11,0,4,11,36,144,21,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9
634995,0,463,1,0,0,0,0,0,3,79,1,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,1,1,0,1,1,16,136,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,42,150,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,14,195,1,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,2,0,1,2,-1,50,51,3,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,35,127,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,6,6,0,6,6,1,114,3,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
634995,0,463,1,0,0,0,0,0,44,115,2,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,2,2,0,2,2,19,34,2,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,17,107,4,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,25,7,18,24,-11,27,75,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
634995,0,463,1,1,0,0,1,0,62,203,2,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,806,806,0,806,806,18,66,33,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,342
634995,0,463,1,2,1,0,1,1,69,100,4,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,2,1,1,1,0,33,110,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,103,4,30,86,-26,66,36,18,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,0,1,1,-1,47,89,1,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,1,0,1,1,11,74,2,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
634995,0,463,1,0,0,0,0,0,48,182,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,2,0,2,2,-2,38,108,2,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,2,0,1,2,-1,65,86,3,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,3,3,0,3,3,2,209,2,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
634995,0,463,1,3,2,1,2,1,32,106,2,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,23,57,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3995273,0,297147,4,1180,235,945,1100,-710,42,38,1197,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35
3995273,0,297147,4,462,462,0,462,462,17,26,230,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,92
3995273,0,297147,4,2007,415,1592,1771,-1177,41,26,1367,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,51
3995273,0,297147,4,339,339,0,339,339,15,65,1023,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,119
3995273,0,297147,4,542,5,80,473,-75,70,74,523,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
3995273,0,297147,4,241,54,187,230,-133,35,0,277,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
3995273,0,297147,4,946,426,520,909,-94,28,41,535,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,71
3995273,0,297147,4,714,144,570,689,-426,33,19,204,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14
3995273,0,297147,4,1001,68,611,924,-543,49,14,353,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
3995273,0,297147,4,198,198,0,198,198,17,61,173,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30
3995273,0,297147,4,690,24,238,641,-214,52,56,383,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
3995273,0,297147,4,352,48,304,323,-256,44,14,412,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
3995273,0,297147,4,784,15,118,719,-103,68,51,280,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
3995273,0,297147,4,273,32,241,252,-209,42,96,222,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10
3995273,0,297147,4,251,13,74,224,-61,54,96,146,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
3995273,0,297147,4,992,992,0,992,992,16,43,1972,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,409
3995273,0,297147,4,1639,121,294,1400,-173,59,11,339,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28
3995273,0,297147,4,515,515,0,515,515,3,37,545,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,372
3995273,0,297147,4,567,55,512,534,-457,44,37,206,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23
3995273,0,297147,4,311,311,0,311,311,13,82,398,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,102
3995273,0,297147,4,315,115,200,310,-85,27,28,271,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26
3995273,0,297147,4,881,881,0,881,881,10,48,4340,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,431
3995273,0,297147,4,756,32,269,706,-237,51,19,217,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
3995273,0,297147,4,509,13,51,474,-38,63,14,154,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3995273,0,297147,4,1003,89,192,807,-103,66,50,1967,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
3995273,0,297147,4,200,200,0,200,200,5,78,412,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,145
3995273,0,297147,4,855,17,120,774,-103,65,14,307,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
3995273,0,297147,4,489,24,77,437,-53,58,22,173,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
3995273,0,297147,4,188,188,0,188,188,8,48,263,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90
3995273,0,297147,4,587,587,0,587,587,2,14,259,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,760
3995273,0,297147,4,582,162,420,521,-258,38,196,1082,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,57
3995273,0,297147,4,752,752,0,752,752,8,328,1790,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,501
3995273,0,297147,4,459,67,392,413,-325,46,19,334,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
3995273,0,297147,4,496,79,417,486,-338,36,94,686,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15
3995273,0,297147,4,473,473,0,473,473,21,43,163,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,56
3995273,0,297147,4,474,143,331,459,-188,29,14,324,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31
3995273,0,297147,4,302,302,0,302,302,1,37,623,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,642
3995273,0,297147,4,1846,241,1605,1605,-1364,48,21,632,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43
3995273,0,297147,4,835,835,0,835,835,8,14,604,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,320
3995273,0,297147,4,1033,285,748,943,-463,33,20,153,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,55
3995273,0,297147,4,145,35,110,143,-75,35,70,98,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
3995273,0,297147,4,745,745,0,745,745,20,40,390,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,128
3995273,0,297147,4,782,782,0,782,782,16,14,1148,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,233
3995273,0,297147,4,552,62,490,527,-428,42,19,238,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20
3995273,0,297147,4,235,235,0,235,235,10,75,196,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,53
3995273,0,297147,4,620,620,0,620,620,24,19,318,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53
3995273,0,297147,4,480,480,0,480,480,4,28,389,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,280
3995273,0,297147,4,1240,1240,0,1240,1240,21,26,458,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,200
3995273,0,297147,4,177,177,0,177,177,6,14,336,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,94
3995273,0,297147,4,226,51,175,198,-124,38,27,97,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11
3995273,0,297147,4,1521,536,985,1437,-449,30,28,506,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,161
3995273,0,297147,4,1278,148,1130,1155,-982,46,25,534,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,58
3995273,0,297147,4,271,2,50,259,-48,60,53,105,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
3995273,0,297147,4,109,109,0,109,109,23,110,53,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
3995273,0,297147,4,1345,1345,0,1345,1345,12,21,346,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,187
3995273,0,297147,4,493,7,51,463,-44,66,66,316,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3995273,0,297147,4,176,27,149,171,-122,34,98,104,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
3995273,0,297147,4,437,55,382,400,-327,45,0,182,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17
3995273,0,297147,4,533,11,48,474,-37,72,21,210,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
3995273,0,297147,4,43,1,14,38,-13,56,110,4,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3995273,0,297147,4,147,147,0,147,147,3,0,823,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,206
3995273,0,297147,4,124,124,0,124,124,2,38,451,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,173
3995273,0,297147,4,844,120,724,784,-604,41,15,283,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34
3995273,0,297147,4,115,115,0,115,115,1,291,277,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,189
3995273,0,297147,4,579,31,107,526,-76,56,21,153,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
3995273,0,297147,4,363,363,0,363,363,19,48,400,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,91
3995273,0,297147,4,312,19,66,276,-47,63,11,122,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3995273,0,297147,4,888,496,392,856,104,32,227,2009,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,105
3995273,0,297147,4,360,360,0,360,360,24,21,611,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49
3995273,0,297147,4,1695,211,929,1439,-718,50,11,603,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,64
3995273,0,297147,4,425,16,45,375,-29,69,25,275,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
3995273,0,297147,4,259,5,33,226,-28,69,133,324,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
3995273,0,297147,4,313,35,101,259,-66,54,34,195,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
3995273,0,297147,4,318,318,0,318,318,20,17,128,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,48
3995273,0,297147,4,293,103,190,285,-87,31,0,213,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25
3995273,0,297147,4,819,61,248,707,-187,56,37,293,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18
3995273,0,297147,4,226,59,167,202,-108,43,36,285,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13
3995273,0,297147,4,518,518,0,518,518,13,15,218,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,156
798622,0,34668,5,3,2,1,2,1,28,718,3,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,88,0,9,82,-9,60,392,11,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,202,17,110,185,-93,49,66,4,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
798622,0,34668,5,0,0,0,0,0,58,307,2,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,7,7,0,7,7,20,135,31,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
798622,0,34668,5,0,0,0,0,0,0,937,165,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35
798622,0,34668,5,1,0,1,1,-1,50,351,12,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
798622,0,34668,5,37,37,0,37,37,9,156,2,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
798622,0,34668,5,462,31,78,408,-47,60,80,2,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,19,317,5,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,4,0,1,4,-1,68,2440,82,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,0,0,0,0,0,15,2609,54,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
798622,0,34668,5,7,0,0,7,0,69,294,50,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
798622,0,34668,5,60,60,0,60,60,3,247,3,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,27
798622,0,34668,5,3,0,3,3,-3,27,1340,15,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
798622,0,34668,5,19,19,0,19,19,12,2347,47,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8
798622,0,34668,5,18,18,0,18,18,21,889,143,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
798622,0,34668,5,6,6,0,6,6,24,23,79,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
798622,0,34668,5,6,6,0,6,6,14,378,44,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
798622,0,34668,5,7,7,0,7,7,6,627,727,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,21
798622,0,34668,5,5,5,0,5,5,10,15,78,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
798622,0,34668,5,20,0,20,20,-20,44,345,224,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
798622,0,34668,5,8,0,0,8,0,65,371,20,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
